,U-Factor Wall [Btu/hr-ft2-°F],U-Factor Roof [Btu/hr-ft2-°F],Net Wall Area [ft2],Net Roof Area [ft2],Glass U-Factor [Btu/hr-ft2-°F],Glass SHGC,Infiltration (cfm/ft2),Window-Wall Ratio,Plug and Process [W/ft2],Lighting [W/ft2],Building Area [ft2],vpz (cfm),vot (cfm),Chiller,Boiler,DX Cooling,DX Heating,Purchased Cooling,Purchased Heating,Geothermal,Heating (kBtu/ft2),Cooling (kBtu/ft2),Fans (kBtu/ft2),Pumps (kBtu/ft2),Heat Rejection (kBtu/ft2),Total Lighting (kBtu/ft2),Total Equipment (kBtu/ft2),Climate Category_cool,Climate Category_hot,Climate Category_temperate,Building Type_Hospital,Building Type_Lodging,Building Type_Office,Building Type_Restaurant,Building Type_Retail,Building Type_School,Building Type_Warehouse
1969,0.4080209184017703,0.2030845408216945,3705.35,3706.730000000001,0.4503132699999999,0.3940000000000001,0.0738427049047332,22.95,0.6641356761,0.9878840505,84569.80952,57312.313792,20888.766592,0,1,1,0,0,0,0,26.515624153436075,2.9838875068096526,2.5827707179397703,0.4271182124568654,0.0,13.701741554425109,7.945116032348372,1,0,0,0,0,0,0,0,1,0
1970,0.4480688901054739,0.2030845408216945,3434.0200000000004,3706.730000000001,0.45031327,0.3939999999999999,0.0698485381174768,29.98,0.633970072,0.4258301907999999,84569.80952,30490.895088,20888.766592,0,1,1,0,0,0,0,15.788355797280504,1.8697489211277585,3.424230581263345,1.4159568344739015,0.0,5.993776437206288,7.513963116231459,1,0,0,0,0,0,0,0,1,0
1971,0.4080209184017703,0.2030845408216945,3705.35,3706.730000000001,0.4503132699999999,0.3940000000000001,0.0738427049047332,22.95,0.633970072,0.9878840505,84569.80952,56907.607712,20888.766592,0,1,1,0,0,0,0,26.5260471378912,2.854216614179741,2.442900991058068,0.4280148132702097,0.0,13.701741554425109,7.513963116231459,1,0,0,0,0,0,0,0,1,0
1972,0.2720000000000001,0.1810060841774521,4758.66,7052.72,0.4169507370129847,0.3610438608318433,0.0152764212963836,26.34,0.9552472266,0.3551217175,186540.862697,34022.220496,32511.247168,0,0,0,1,0,0,0,1.130576741314662,0.0,0.0196635296790604,0.0252526466421008,0.0,0.0600576022755799,0.1431830145622541,1,0,0,0,0,0,0,0,1,0
1973,0.880673810932118,0.117257715784044,7760.07,6979.2,0.3228297002004606,0.2355930222639256,0.0681124107178322,15.35,0.5315445145,0.3200043835,105894.064171,36985.897952,34045.740064000005,0,1,1,1,0,0,0,10.799633056044224,1.9654655495505904,2.5140487433752443,1.3195891705917555,0.0,4.082017480431906,8.003192409174646,1,0,0,0,0,0,0,0,1,0
1974,0.9312874352303836,0.1819461829436038,7930.030000000001,6979.2,0.4203745699999999,0.3939999999999999,0.0692247167595166,13.49,0.5315445145,0.8699994337999999,105894.064171,29875.784224000003,24533.875856,0,1,1,1,0,0,0,20.515346634650605,3.439273816725782,3.71280461136245,0.0277469065240076,0.0,10.709142338315932,8.003192409174646,1,0,0,0,0,0,0,0,1,0
1975,0.8889198385346987,0.117257715784044,7825.83,6979.2,0.3228297002004606,0.2355930222639256,0.0679698597730728,15.24,0.5946163612,0.3200043835,105894.064171,38658.753712000005,34038.747760000006,0,1,1,1,0,0,0,12.52307397578541,2.416576545940908,2.9482430774009245,0.8290059620172855,0.0,4.082017480431906,8.955806364448883,1,0,0,0,0,0,0,0,1,0
1976,0.9389419206857608,0.1819461829436038,7995.790000000001,6979.2,0.4203745699999999,0.394,0.0690728661014132,13.4,0.5946163612,0.8699994337999999,105894.064171,30387.493744,24529.21432,0,1,1,1,0,0,0,20.677263260140705,2.961400481462309,6.3356928332318665,0.1580678610367659,0.0,10.709142338315932,8.955806364448883,1,0,0,0,0,0,0,0,1,0
1977,0.181656779743485,0.112,4624.29,6963.98,0.32550366721888,0.2341606161570973,0.1250948983302645,24.46,0.7207693449,0.6661609614999999,107867.409958,35372.79460799999,28231.321456,0,1,1,1,0,0,0,12.484034625883108,2.128795200324263,4.069902839337071,0.1264430715014906,0.0,7.070267759065981,10.8576727006426,1,0,0,0,0,0,0,0,1,0
1978,0.181656779743485,0.112,4624.29,6963.98,0.32550366721888,0.2341606161570973,0.1250948983302645,24.46,0.7207693449,0.6661609614999999,107867.409958,35372.79460799999,28231.321456,0,1,1,1,0,0,0,12.969157765396467,2.103664749699228,4.037215679782829,0.1263552027930115,0.0,7.070267759065981,10.8576727006426,1,0,0,0,0,0,0,0,1,0
1979,0.181656779743485,0.112,4624.29,6963.98,0.32550366721888,0.2341606161570973,0.1250948983302645,24.46,0.7207693449,0.6661609614999999,107867.409958,35613.287488,28231.321456,0,1,1,1,0,0,0,12.96195253130118,1.7526292593250403,4.051098935722534,0.1277611021286778,0.0,7.070267759065981,10.8576727006426,1,0,0,0,0,0,0,0,1,0
1980,0.181656779743485,0.112,4624.29,6963.98,0.32550366721888,0.2341606161570973,0.1250948983302645,24.46,0.7207693449,0.6661609614999999,107867.409958,35613.287488,28231.321456,0,1,1,1,0,0,0,12.96195253130118,1.7526292593250403,4.051098935722534,0.1277611021286778,0.0,7.070267759065981,10.8576727006426,1,0,0,0,0,0,0,0,1,0
1981,0.181656779743485,0.112,4624.29,6963.98,0.32550366721888,0.2341606161570973,0.1250948983302645,24.46,0.7207693449,0.6661609614999999,107867.409958,33960.772976,28231.321456,0,1,1,1,0,0,0,13.40621672137174,1.182097735169947,2.762592194584341,0.1238070102471163,0.0,7.084151015005685,10.868392683077056,1,0,0,0,0,0,0,0,1,0
1982,0.181656779743485,0.112,4624.29,6963.98,0.32550366721888,0.2341606161570973,0.1250948983302645,24.46,0.7207693449,0.6661609614999999,107867.409958,35613.287488,28231.321456,0,1,1,1,0,0,0,15.85432680830922,2.429130445905983,4.073417587676237,0.1786370843381032,0.0,7.084151015005685,10.868392683077056,1,0,0,0,0,0,0,0,1,0
1983,0.2720000000000001,0.1810060841774521,4758.66,7052.72,0.4169507370129847,0.3610438608318433,0.0038189815082184,26.34,0.9552472266,0.3551217175,186540.862697,34013.744975999994,32511.247168,0,0,1,1,0,0,0,3.6343995204483592,0.6050473163262322,1.4036813201905014,1.4028175475689406,0.0,3.050743279044309,7.356802227987502,1,0,0,0,0,0,0,0,1,0
1984,0.181656779743485,0.112,4624.29,6963.98,0.32550366721888,0.2341606161570973,0.1250948983302645,24.46,0.7207693449,0.6661609614999999,107867.409958,35613.287488,28231.321456,0,1,1,1,0,0,0,15.851427140929406,4.861599902734174,4.074208406052549,0.1790764278804989,0.0,7.084151015005685,10.868392683077056,1,0,0,0,0,0,0,0,1,0
1985,0.181656779743485,0.112,4624.29,6963.98,0.32550366721888,0.2341606161570973,0.1250948983302645,24.46,0.7207693449,0.6661609614999999,107867.409958,35613.287488,28231.321456,0,1,1,1,0,0,0,15.346621410716716,2.643090751052703,4.164361700952153,0.2469110708263994,0.0,7.084151015005685,10.868392683077056,1,0,0,0,0,0,0,0,1,0
1986,0.181656779743485,0.112,4624.29,6963.98,0.32550366721888,0.2341606161570973,0.1250948983302645,24.46,0.7207693449,0.6661609614999999,107867.409958,35613.287488,28231.321456,0,1,1,1,0,0,0,15.87567890446965,2.4423986208863337,4.068848414835321,0.1760010230837289,0.0,7.084151015005685,10.868392683077056,1,0,0,0,0,0,0,0,1,0
1987,0.181656779743485,0.112,4624.29,6963.98,0.32550366721888,0.2341606161570973,0.1250948983302645,24.46,0.7207693449,0.6661609614999999,107867.409958,33960.772976,28231.321456,0,1,1,1,0,0,0,13.40621672137174,1.182097735169947,2.762592194584341,0.1238070102471163,0.0,7.084151015005685,10.868392683077056,1,0,0,0,0,0,0,0,1,0
1988,0.880673810932118,0.117257715784044,7760.07,6979.2,0.3228297002004606,0.2355930222639256,0.0681124107178322,15.35,0.5315445145,0.469996277,105894.064171,37007.086752,34045.740064000005,0,1,1,1,0,0,0,11.094645326699482,2.2132185729649554,2.5092154112710623,1.5695798477580565,0.0,5.693128181825896,8.003192409174646,1,0,0,0,0,0,0,0,1,0
1989,1.848865842063621,0.2241540026108371,4512.07,11145.850000000002,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7819088091999999,0.4418838292,142580.01870699998,116608.95870400002,73513.694048,0,1,1,1,0,0,0,23.64676135292493,4.667954903047888,4.349401216129552,0.2546701115576254,0.0,3.555277187764271,10.753181217844292,1,0,0,0,0,0,0,0,1,0
1990,1.848865842063621,0.2241540026108371,4512.07,11145.850000000002,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7819088091999999,0.4562652136,142580.01870699998,106343.832656,73513.694048,0,1,1,1,0,0,0,23.680464758448213,4.597091332460461,4.054513036837037,0.2547365877026417,0.0,3.671078632382747,10.753247693989309,1,0,0,0,0,0,0,0,1,0
1991,1.848865842063621,0.2241540026108371,4512.07,11145.850000000002,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7819088091999999,0.4562652136,142580.01870699998,101161.475952,73513.694048,0,1,1,1,0,0,0,30.082449904247515,4.53560089832034,5.106564507865744,0.2504156382765792,0.0,3.671078632382747,10.753247693989309,1,0,0,0,0,0,0,0,1,0
1992,1.848865842063621,0.2241540026108371,4512.07,11145.850000000002,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7819088091999999,0.4562652136,142580.01870699998,128974.954272,73595.906592,0,1,1,0,0,0,0,40.84679911445455,5.527424981964238,5.662637460927488,0.2395800266389146,0.0,3.671078632382747,10.753247693989309,1,0,0,0,0,0,0,0,1,0
1993,1.848865842063621,0.2241540026108371,4512.07,11145.850000000002,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7819088091999999,0.4562652136,142580.01870699998,114967.674256,86122.51326400001,0,1,1,1,0,0,0,32.4519920933552,4.545306415492727,5.557804580236708,0.1265041039661083,0.0,3.671078632382747,10.753247693989309,1,0,0,0,0,0,0,0,1,0
1994,0.2720000000000001,0.1810060841774521,4758.66,7052.72,0.4169507370129847,0.3610438608318433,0.0152764212963836,26.34,0.9552472266,0.3551217175,186540.862697,33092.032176,32511.247168,0,0,1,1,0,0,0,4.594762245161335,1.0011124683889616,1.196629941786958,1.136928010590844,0.0,3.06283609574616,7.3780408724470545,1,0,0,0,0,0,0,0,1,0
1995,1.848865842063621,0.2241540026108371,4512.07,11145.850000000002,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7819088091999999,0.4562652136,142580.01870699998,101161.475952,73513.694048,0,1,1,1,0,0,0,30.59411679243833,4.535999755190439,5.107295745460925,0.1659909341058184,0.0,3.671078632382747,10.753247693989309,1,0,0,0,0,0,0,0,1,0
1996,1.848865842063621,0.2241540026108371,4512.07,11145.850000000002,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7819088091999999,0.4562652136,142580.01870699998,125277.508672,58768.19624,0,1,1,0,0,0,0,32.03704799616317,5.156753997353087,3.918170463408509,0.4684573939301973,0.0,3.671078632382747,10.753247693989309,1,0,0,0,0,0,0,0,1,0
1997,1.8777881460172388,0.2579000587662672,4512.07,11145.85,0.5431776732455358,0.5249632204026906,0.0731486244146772,28.32,0.7819088091999999,1.027414277,142580.01870699998,122020.79011200002,49241.71176,0,1,1,0,0,0,0,37.38425614898808,6.246165061880982,6.07658441594428,0.5869843604943441,0.0,8.08469580459809,10.753247693989309,1,0,0,0,0,0,0,0,1,0
1998,1.8777881460172388,0.2579000587662672,4512.07,11145.85,0.5431776732455358,0.5249632204026906,0.0731486244146772,28.32,0.7819088091999999,1.027414277,142580.01870699998,122020.79011200002,49241.71176,0,1,1,0,0,0,0,37.38425614898808,6.246165061880982,6.07658441594428,0.5869843604943441,0.0,8.08469580459809,10.753247693989309,1,0,0,0,0,0,0,0,1,0
1999,1.848865842063621,0.2241540026108371,4512.07,11145.850000000002,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7819088091999999,0.4562652136,142580.01870699998,87825.45712,49242.135536,0,1,1,1,0,0,0,17.564792369234322,4.116535280137288,4.332050942280285,0.2102640466867055,0.0,3.672939964443205,10.753247693989309,1,0,0,0,0,0,0,0,1,0
2000,1.848865842063621,0.2241540026108371,4512.07,11145.850000000002,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7819088091999999,0.4562652136,142580.01870699998,87825.45712,49242.135536,0,1,1,1,0,0,0,23.949360765039337,4.213058642701024,4.464205518572783,0.210529951266771,0.0,3.672939964443205,10.753247693989309,1,0,0,0,0,0,0,0,1,0
2001,1.848865842063621,0.2241540026108371,4512.07,11145.850000000002,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7819088091999999,0.4562652136,142580.01870699998,87825.45712,49242.135536,0,1,1,1,0,0,0,24.415425017748948,4.212925690410992,4.464006090137734,0.1388686669391489,0.0,3.671078632382747,10.753247693989309,1,0,0,0,0,0,0,0,1,0
2002,1.848865842063621,0.2241540026108371,4512.07,11145.850000000002,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7819088091999999,0.4562652136,142580.01870699998,87825.45712,49242.135536,0,1,1,1,0,0,0,24.407647308782032,4.212992166556008,4.466399231358323,0.1017749780200272,0.0,3.671078632382747,10.753247693989309,1,0,0,0,0,0,0,0,1,0
2003,1.848865842063621,0.2241540026108371,4512.07,11145.850000000002,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7819088091999999,0.4562652136,142580.01870699998,117013.876672,49241.711760000006,0,1,1,0,0,0,0,31.159828786527445,5.009442859996861,4.348470550099323,0.2385828844636694,0.0,3.671078632382747,10.753247693989309,1,0,0,0,0,0,0,0,1,0
2004,1.848865842063621,0.2241540026108371,4512.07,11145.850000000002,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7819088091999999,0.4562652136,142580.01870699998,117013.876672,49241.71176,0,1,1,0,0,0,0,30.4414875634808,4.944030333300776,3.720669836564943,0.4598154950780722,0.0,3.671078632382747,10.753247693989309,1,0,0,0,0,0,0,0,1,0
2005,0.1848303063331202,0.1510683851166264,4770.950000000001,7122.31,0.2870283821924898,0.2598571241806762,0.0268656535419813,26.08,1.0996835207,0.3557720385,184254.072142,34496.213952000006,34496.213952000006,0,0,1,1,0,0,0,4.3714360135240655,0.8247497482328942,1.4090653716456956,1.8017127132699504,0.0,3.388660242302869,7.371101208353776,1,0,0,0,0,0,0,0,1,0
2006,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7819088091999999,0.4562652136,142580.01870699998,117013.876672,49241.71176,0,1,1,0,0,0,0,38.14593981858539,5.910925862563543,5.808486123093353,0.5841923624036575,0.0,3.671078632382747,10.753247693989309,1,0,0,0,0,0,0,0,1,0
2007,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7819088091999999,0.4562652136,142580.01870699998,117013.876672,49241.71176,0,1,1,0,0,0,0,38.14593981858539,5.910925862563543,5.808486123093353,0.5841923624036575,0.0,3.671078632382747,10.753247693989309,1,0,0,0,0,0,0,0,1,0
2008,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7819088091999999,1.027414277,142580.01870699998,127462.921504,49241.71176,0,1,1,0,0,0,0,37.813426141213625,6.471585669631415,6.198036332889147,0.5940973080110933,0.0,7.906539735954279,10.753247693989309,1,0,0,0,0,0,0,0,1,0
2009,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7819088091999999,1.027414277,142580.01870699998,127462.921504,49241.71176,0,1,1,0,0,0,0,37.813426141213625,6.471585669631415,6.198036332889147,0.5940973080110933,0.0,7.906539735954279,10.753247693989309,1,0,0,0,0,0,0,0,1,0
2010,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7819088091999999,1.027414277,142580.01870699998,127462.921504,49241.71176,0,1,1,0,0,0,0,37.813426141213625,6.471585669631415,6.198036332889147,0.5940973080110933,0.0,8.08469580459809,10.753247693989309,1,0,0,0,0,0,0,0,1,0
2011,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7819088091999999,1.027414277,142580.01870699998,127462.921504,49241.71176,0,1,1,0,0,0,0,37.813426141213625,6.471585669631415,6.198036332889147,0.5940973080110933,0.0,8.08469580459809,10.753247693989309,1,0,0,0,0,0,0,0,1,0
2012,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5431776732455358,0.5249632204026906,0.0731486244146772,28.32,0.7819088091999999,1.027414277,142580.01870699998,128501.172704,49241.71176,0,1,1,0,0,0,0,38.11755450466341,6.511604308931255,6.231207929252303,0.5987506381622375,0.0,8.08469580459809,10.753247693989309,1,0,0,0,0,0,0,0,1,0
2013,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5431776732455358,0.5249632204026906,0.0731486244146772,28.32,0.7819088091999999,1.027414277,142580.01870699998,128501.172704,49241.71176,0,1,1,0,0,0,0,38.11755450466341,6.511604308931255,6.231207929252303,0.5987506381622375,0.0,8.08469580459809,10.753247693989309,1,0,0,0,0,0,0,0,1,0
2014,1.8777881460172388,0.2241540026108372,4512.07,11145.85,0.5431776732455358,0.5249632204026906,0.0731486244146772,28.32,0.7819088091999999,1.027414277,142580.01870699998,128802.689328,49241.71176,0,1,1,0,0,0,0,38.26812297312544,6.524500681064427,6.241844112454919,0.601343207817875,0.0,8.08469580459809,10.753247693989309,1,0,0,0,0,0,0,0,1,0
2015,1.8777881460172388,0.2241540026108372,4512.07,11145.85,0.5431776732455358,0.5249632204026906,0.0731486244146772,28.32,0.7819088091999999,1.027414277,142580.01870699998,128802.689328,49241.71176,0,1,1,0,0,0,0,38.26812297312544,6.524500681064427,6.241844112454919,0.601343207817875,0.0,8.08469580459809,10.753247693989309,1,0,0,0,0,0,0,0,1,0
2016,0.2210416709460379,0.1510637445040561,4770.950000000001,7105.24,0.3571398463647006,0.3288649947642746,0.0268656535419813,26.08,1.0996835207,0.3557720385,184254.072142,34496.213952000006,34496.213952000006,0,0,1,1,0,0,0,4.398339532411722,0.9149768459937933,1.399445949022384,1.8524847460464655,0.0,3.38768286781173,7.371101208353776,1,0,0,0,0,0,0,0,1,0
2017,1.8777881460172388,0.2579000587662672,4512.07,11145.85,0.5431776732455358,0.5249632204026906,0.0731486244146772,28.32,0.7741235378,1.027414277,142580.01870699998,132724.312432,49241.49987199999,0,1,1,0,0,0,0,31.436901358955584,6.992359789689476,4.214454641746367,0.6311909969302149,0.0,13.594969941148111,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2018,1.8777881460172388,0.2579000587662672,4512.07,11145.85,0.5431776732455358,0.5249632204026906,0.0731486244146772,28.32,0.7741235378,1.027414277,142580.01870699998,132724.312432,49241.49987199999,0,1,1,0,0,0,0,31.436901358955584,6.992359789689476,4.214454641746367,0.6311909969302149,0.0,13.594969941148111,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2019,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7741235378,0.4562652136,142580.01870699998,87229.41617600001,28160.127088000005,0,1,1,1,0,0,0,22.99157246764381,3.968359952895851,4.277141646496783,0.0270557910216532,0.0,6.032311303363393,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2020,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7741235378,0.4562652136,142580.01870699998,87229.41617600001,28160.127088000005,0,1,1,1,0,0,0,22.99157246764381,3.968359952895851,4.277141646496783,0.0270557910216532,0.0,6.032311303363393,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2021,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7741235378,0.4562652136,142580.01870699998,87229.41617600001,49180.26424,0,1,1,1,0,0,0,23.755516326171666,3.636577513119263,4.277141646496783,0.0270557910216532,0.0,6.032311303363393,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2022,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7741235378,0.4562652136,142580.01870699998,87229.41617600001,49180.26424,0,1,1,1,0,0,0,23.755516326171666,3.636577513119263,4.277141646496783,0.0270557910216532,0.0,6.032311303363393,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2023,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7741235378,0.4562652136,142580.01870699998,87229.41617600001,49180.26424,0,1,1,1,0,0,0,24.010917675324475,3.636577513119263,4.277141646496783,0.0270557910216532,0.0,6.032311303363393,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2024,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7741235378,0.4562652136,142580.01870699998,87229.41617600001,49180.26424,0,1,1,1,0,0,0,24.010917675324475,3.636577513119263,4.277141646496783,0.0270557910216532,0.0,6.032311303363393,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2025,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7741235378,0.4562652136,142580.01870699998,88474.68195200001,49242.135536,0,1,1,1,0,0,0,23.988914071324068,3.647878457772042,4.326732850678978,0.0267898864415878,0.0,6.032311303363393,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2026,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7741235378,0.4562652136,142580.01870699998,88474.68195200001,49242.135536,0,1,1,1,0,0,0,23.988914071324068,3.647878457772042,4.326732850678978,0.0267898864415878,0.0,6.032311303363393,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2027,0.1848303063331202,0.1510637445040561,4770.950000000001,7105.24,0.3571398463647006,0.3288649947642746,0.1074495453966716,26.08,1.0996835207,0.3557720385,184254.072142,34496.213952000006,34496.213952000006,0,0,1,1,0,0,0,5.259869425969042,0.774903649184826,1.400731968089672,1.8185338426700728,0.0,3.38768286781173,7.371101208353776,1,0,0,0,0,0,0,0,1,0
2028,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7741235378,0.4562652136,142580.01870699998,88474.68195200001,49242.13553600001,0,1,1,1,0,0,0,23.97874322113656,3.781229604674834,4.747260944052389,0.0267898864415878,0.0,6.032311303363393,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2029,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7741235378,0.4562652136,142580.01870699998,88474.68195200001,49242.13553600001,0,1,1,1,0,0,0,23.97874322113656,3.781229604674834,4.747260944052389,0.0267898864415878,0.0,6.032311303363393,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2030,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7741235378,0.4562652136,142580.01870699998,118028.18452799998,49241.92364800001,0,1,1,0,0,0,0,27.67727650141106,4.746862087182292,4.820982988875518,0.2884399932259296,0.0,6.032311303363393,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2031,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7741235378,0.4562652136,142580.01870699998,118028.18452799998,49241.92364800001,0,1,1,0,0,0,0,27.67727650141106,4.746862087182292,4.820982988875518,0.2884399932259296,0.0,6.032311303363393,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2032,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7741235378,0.4562652136,142580.01870699998,118028.18452799998,49241.71176,0,1,1,0,0,0,0,31.80112415750015,5.268566873270582,5.024998277930687,0.4416010313435932,0.0,6.032311303363393,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2033,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7741235378,0.4562652136,142580.01870699998,118028.18452799998,49241.71176,0,1,1,0,0,0,0,31.80112415750015,5.268566873270582,5.024998277930687,0.4416010313435932,0.0,6.032311303363393,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2034,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7741235378,0.4562652136,142580.01870699998,118027.97264,49241.49987199999,0,1,1,0,0,0,0,32.06829178432084,6.102709540935704,3.720204503549828,0.6121788194555396,0.0,6.032311303363393,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2035,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7741235378,0.4562652136,142580.01870699998,118027.97264,49241.49987199999,0,1,1,0,0,0,0,32.06829178432084,6.102709540935704,3.720204503549828,0.6121788194555396,0.0,6.032311303363393,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2036,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7741235378,1.027414277,142580.01870699998,130318.112304,49241.49987199999,0,1,1,0,0,0,0,30.53315816745835,6.892180239149841,4.171112195195709,0.6135083423558666,0.0,13.594969941148111,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2037,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5119461601993256,0.5152803574734504,0.0731486244146772,28.32,0.7741235378,1.027414277,142580.01870699998,130318.112304,49241.49987199999,0,1,1,0,0,0,0,30.53315816745835,6.892180239149841,4.171112195195709,0.6135083423558666,0.0,13.594969941148111,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2038,0.2098371603139835,0.1510637445040561,4770.950000000001,7105.24,0.3571398463647006,0.3288649947642746,0.1074495453966716,26.08,1.0996835207,0.3557720385,184254.072142,34496.213952000006,34496.213952000006,0,0,1,1,0,0,0,5.25776035469869,0.7715085588471867,1.3996002713104585,1.830519540377193,0.0,3.38768286781173,7.371101208353776,1,0,0,0,0,0,0,0,1,0
2039,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5431776732455358,0.5249632204026906,0.0731486244146772,28.32,0.7741235378,1.027414277,142580.01870699998,131333.26771200003,49241.49987199999,0,1,1,0,0,0,0,30.82711568072063,6.931401164709487,4.195375988126677,0.6188264339571743,0.0,13.594969941148111,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2040,1.848865842063621,0.2241540026108372,4512.07,11145.85,0.5431776732455358,0.5249632204026906,0.0731486244146772,28.32,0.7741235378,1.027414277,142580.01870699998,131333.26771200003,49241.49987199999,0,1,1,0,0,0,0,30.82711568072063,6.931401164709487,4.195375988126677,0.6188264339571743,0.0,13.594969941148111,10.64715176654322,1,0,0,0,0,0,0,0,1,0
2041,1.8777881460172388,0.2241540026108372,4512.07,11145.85,0.5431776732455358,0.5249632204026906,0.0731486244146772,28.32,0.7741235378,1.027414277,142580.01870699998,131641.14097600002,49241.49987199999,0,1,1,0,0,0,0,30.96704796598004,6.945228202872887,4.199829889842771,0.6214190036128119,0.0,13.594969941148111,10.64715176654322,1,0,0,0,0,0,0,0,1,0
